date,item_id,item_name,quantity_sold,price,promotion,is_holiday,is_ramadan
2024-03-07,1,Grilled Chicken,55,120,0,0,0
2024-03-08,1,Grilled Chicken,71,120,0,0,0
2024-03-09,1,Grilled Chicken,65,120,0,0,0
2024-03-10,1,Grilled Chicken,58,120,0,0,0
2024-03-11,1,Grilled Chicken,99,120,0,0,1
2024-03-12,1,Grilled Chicken,99,120,0,0,1
2024-03-13,1,Grilled Chicken,80,120,0,0,1
2024-03-14,1,Grilled Chicken,94,120,0,0,1
2024-03-15,1,Grilled Chicken,194,120,1,0,1
2024-03-16,1,Grilled Chicken,178,120,1,0,1
2024-03-17,1,Grilled Chicken,92,120,0,0,1
2024-03-18,1,Grilled Chicken,73,120,0,0,1
2024-03-19,1,Grilled Chicken,92,120,0,0,1
2024-03-20,1,Grilled Chicken,84,120,0,0,1
2024-03-21,1,Grilled Chicken,82,120,0,0,1
2024-03-22,1,Grilled Chicken,123,120,0,0,1
2024-03-23,1,Grilled Chicken,135,120,0,0,1
2024-03-24,1,Grilled Chicken,112,120,0,0,1
2024-03-25,1,Grilled Chicken,71,120,0,0,1
2024-03-26,1,Grilled Chicken,98,120,0,0,1
2024-03-27,1,Grilled Chicken,92,120,0,0,1
2024-03-28,1,Grilled Chicken,99,120,0,0,1
2024-03-29,1,Grilled Chicken,119,120,0,0,1
2024-03-30,1,Grilled Chicken,180,120,1,0,1
2024-03-31,1,Grilled Chicken,88,120,0,0,1
2024-04-01,1,Grilled Chicken,74,120,0,0,1
2024-04-02,1,Grilled Chicken,94,120,0,0,1
2024-04-03,1,Grilled Chicken,76,120,0,0,1
2024-04-04,1,Grilled Chicken,94,120,0,0,1
2024-04-05,1,Grilled Chicken,134,120,0,0,1
2024-04-06,1,Grilled Chicken,105,120,0,0,1
2024-04-07,1,Grilled Chicken,88,120,0,0,1
2024-04-08,1,Grilled Chicken,96,120,0,0,1
2024-04-09,1,Grilled Chicken,84,120,0,0,1
2024-04-10,1,Grilled Chicken,108,120,0,1,0
2024-04-11,1,Grilled Chicken,55,120,0,0,0
2024-04-12,1,Grilled Chicken,65,120,0,0,0
2024-04-13,1,Grilled Chicken,114,120,1,0,0
2024-04-14,1,Grilled Chicken,53,120,0,0,0
2024-04-15,1,Grilled Chicken,59,120,0,0,0
2024-04-16,1,Grilled Chicken,51,120,0,0,0
2024-04-17,1,Grilled Chicken,59,120,0,0,0
2024-04-18,1,Grilled Chicken,48,120,0,0,0
2024-04-19,1,Grilled Chicken,68,120,0,0,0
2024-04-20,1,Grilled Chicken,78,120,0,0,0
2024-04-21,1,Grilled Chicken,65,120,0,0,0
2024-04-22,1,Grilled Chicken,61,120,0,0,0
2024-04-23,1,Grilled Chicken,54,120,0,0,0
2024-04-24,1,Grilled Chicken,48,120,0,0,0
2024-04-25,1,Grilled Chicken,63,120,0,0,0
2024-04-26,1,Grilled Chicken,75,120,0,0,0
2024-04-27,1,Grilled Chicken,75,120,0,0,0
2024-04-28,1,Grilled Chicken,63,120,0,0,0
2024-04-29,1,Grilled Chicken,54,120,0,0,0
2024-04-30,1,Grilled Chicken,55,120,0,0,0
2024-05-01,1,Grilled Chicken,55,120,0,0,0
2024-05-02,1,Grilled Chicken,55,120,0,0,0
2024-05-03,1,Grilled Chicken,91,120,1,0,0
2024-05-04,1,Grilled Chicken,57,120,0,0,0
2024-05-05,1,Grilled Chicken,56,120,0,0,0
2024-05-06,1,Grilled Chicken,67,120,1,0,0
2024-05-07,1,Grilled Chicken,51,120,0,0,0
2024-05-08,1,Grilled Chicken,57,120,0,0,0
2024-05-09,1,Grilled Chicken,45,120,0,0,0
2024-05-10,1,Grilled Chicken,130,120,1,0,0
2024-05-11,1,Grilled Chicken,88,120,0,0,0
2024-05-12,1,Grilled Chicken,53,120,0,0,0
2024-05-13,1,Grilled Chicken,56,120,0,0,0
2024-05-14,1,Grilled Chicken,50,120,0,0,0
2024-05-15,1,Grilled Chicken,59,120,1,0,0
2024-05-16,1,Grilled Chicken,67,120,1,0,0
2024-05-17,1,Grilled Chicken,86,120,0,0,0
2024-05-18,1,Grilled Chicken,74,120,0,0,0
2024-05-19,1,Grilled Chicken,43,120,0,0,0
2024-05-20,1,Grilled Chicken,55,120,0,0,0
2024-05-21,1,Grilled Chicken,63,120,0,0,0
2024-05-22,1,Grilled Chicken,48,120,0,0,0
2024-05-23,1,Grilled Chicken,44,120,0,0,0
2024-05-24,1,Grilled Chicken,96,120,1,0,0
2024-05-25,1,Grilled Chicken,87,120,0,0,0
2024-05-26,1,Grilled Chicken,44,120,0,0,0
2024-05-27,1,Grilled Chicken,52,120,0,0,0
2024-05-28,1,Grilled Chicken,62,120,0,0,0
2024-05-29,1,Grilled Chicken,84,120,1,0,0
2024-05-30,1,Grilled Chicken,52,120,0,0,0
2024-05-31,1,Grilled Chicken,90,120,0,0,0
2024-06-01,1,Grilled Chicken,68,120,0,0,0
2024-06-02,1,Grilled Chicken,52,120,0,0,0
2024-06-03,1,Grilled Chicken,40,120,0,0,0
2024-06-04,1,Grilled Chicken,59,120,0,0,0
2024-06-05,1,Grilled Chicken,56,120,0,0,0
2024-06-06,1,Grilled Chicken,52,120,0,0,0
2024-06-07,1,Grilled Chicken,65,120,0,0,0
2024-06-08,1,Grilled Chicken,71,120,0,0,0
2024-06-09,1,Grilled Chicken,47,120,0,0,0
2024-06-10,1,Grilled Chicken,49,120,0,0,0
2024-06-11,1,Grilled Chicken,53,120,0,0,0
2024-06-12,1,Grilled Chicken,54,120,0,0,0
2024-06-13,1,Grilled Chicken,54,120,0,0,0
2024-06-14,1,Grilled Chicken,62,120,0,0,0
2024-06-15,1,Grilled Chicken,54,120,0,0,0
2024-06-16,1,Grilled Chicken,65,120,0,1,0
2024-06-17,1,Grilled Chicken,60,120,0,0,0
2024-06-18,1,Grilled Chicken,48,120,0,0,0
2024-06-19,1,Grilled Chicken,50,120,0,0,0
2024-06-20,1,Grilled Chicken,56,120,0,0,0
2024-06-21,1,Grilled Chicken,65,120,0,0,0
2024-06-22,1,Grilled Chicken,104,120,1,0,0
2024-06-23,1,Grilled Chicken,48,120,0,0,0
2024-06-24,1,Grilled Chicken,46,120,0,0,0
2024-06-25,1,Grilled Chicken,61,120,0,0,0
2024-06-26,1,Grilled Chicken,56,120,0,0,0
2024-06-27,1,Grilled Chicken,56,120,0,0,0
2024-06-28,1,Grilled Chicken,57,120,0,0,0
2024-06-29,1,Grilled Chicken,61,120,0,0,0
2024-06-30,1,Grilled Chicken,49,120,0,0,0
2024-07-01,1,Grilled Chicken,47,120,0,0,0
2024-07-02,1,Grilled Chicken,53,120,0,0,0
2024-07-03,1,Grilled Chicken,52,120,0,0,0
2024-07-04,1,Grilled Chicken,56,120,0,0,0
2024-07-05,1,Grilled Chicken,62,120,0,0,0
2024-07-06,1,Grilled Chicken,67,120,0,0,0
2024-07-07,1,Grilled Chicken,55,120,0,0,0
2024-07-08,1,Grilled Chicken,45,120,0,0,0
2024-07-09,1,Grilled Chicken,44,120,0,0,0
2024-07-10,1,Grilled Chicken,56,120,0,0,0
2024-07-11,1,Grilled Chicken,36,120,0,0,0
2024-07-12,1,Grilled Chicken,77,120,0,0,0
2024-07-13,1,Grilled Chicken,62,120,0,0,0
2024-07-14,1,Grilled Chicken,47,120,0,0,0
2024-07-15,1,Grilled Chicken,76,120,1,0,0
2024-07-16,1,Grilled Chicken,52,120,0,0,0
2024-07-17,1,Grilled Chicken,39,120,0,0,0
2024-07-18,1,Grilled Chicken,42,120,0,0,0
2024-07-19,1,Grilled Chicken,64,120,0,0,0
2024-07-20,1,Grilled Chicken,71,120,0,0,0
2024-07-21,1,Grilled Chicken,69,120,1,0,0
2024-07-22,1,Grilled Chicken,47,120,0,0,0
2024-07-23,1,Grilled Chicken,66,120,0,1,0
2024-07-24,1,Grilled Chicken,57,120,0,0,0
2024-07-25,1,Grilled Chicken,46,120,0,0,0
2024-07-26,1,Grilled Chicken,70,120,0,0,0
2024-07-27,1,Grilled Chicken,61,120,0,0,0
2024-07-28,1,Grilled Chicken,39,120,0,0,0
2024-07-29,1,Grilled Chicken,35,120,0,0,0
2024-07-30,1,Grilled Chicken,48,120,0,0,0
2024-07-31,1,Grilled Chicken,50,120,0,0,0
2024-08-01,1,Grilled Chicken,54,120,0,0,0
2024-08-02,1,Grilled Chicken,61,120,0,0,0
2024-08-03,1,Grilled Chicken,59,120,0,0,0
2024-08-04,1,Grilled Chicken,47,120,0,0,0
2024-08-05,1,Grilled Chicken,39,120,0,0,0
2024-08-06,1,Grilled Chicken,47,120,0,0,0
2024-08-07,1,Grilled Chicken,47,120,0,0,0
2024-08-08,1,Grilled Chicken,45,120,0,0,0
2024-08-09,1,Grilled Chicken,60,120,0,0,0
2024-08-10,1,Grilled Chicken,72,120,0,0,0
2024-08-11,1,Grilled Chicken,47,120,0,0,0
2024-08-12,1,Grilled Chicken,43,120,0,0,0
2024-08-13,1,Grilled Chicken,36,120,0,0,0
2024-08-14,1,Grilled Chicken,37,120,0,0,0
2024-08-15,1,Grilled Chicken,47,120,0,0,0
2024-08-16,1,Grilled Chicken,54,120,0,0,0
2024-08-17,1,Grilled Chicken,58,120,0,0,0
2024-08-18,1,Grilled Chicken,45,120,0,0,0
2024-08-19,1,Grilled Chicken,53,120,0,0,0
2024-08-20,1,Grilled Chicken,50,120,0,0,0
2024-08-21,1,Grilled Chicken,45,120,0,0,0
2024-08-22,1,Grilled Chicken,52,120,0,0,0
2024-08-23,1,Grilled Chicken,66,120,0,0,0
2024-08-24,1,Grilled Chicken,47,120,0,0,0
2024-08-25,1,Grilled Chicken,52,120,0,0,0
2024-08-26,1,Grilled Chicken,45,120,0,0,0
2024-08-27,1,Grilled Chicken,32,120,0,0,0
2024-08-28,1,Grilled Chicken,49,120,0,0,0
2024-08-29,1,Grilled Chicken,45,120,0,0,0
2024-08-30,1,Grilled Chicken,59,120,0,0,0
2024-08-31,1,Grilled Chicken,64,120,0,0,0
2024-09-01,1,Grilled Chicken,44,120,0,0,0
2024-09-02,1,Grilled Chicken,46,120,0,0,0
2024-09-03,1,Grilled Chicken,43,120,0,0,0
2024-09-04,1,Grilled Chicken,43,120,0,0,0
2024-09-05,1,Grilled Chicken,38,120,0,0,0
2024-09-06,1,Grilled Chicken,62,120,0,0,0
2024-09-07,1,Grilled Chicken,73,120,0,0,0
2024-09-08,1,Grilled Chicken,42,120,0,0,0
2024-09-09,1,Grilled Chicken,39,120,0,0,0
2024-09-10,1,Grilled Chicken,40,120,0,0,0
2024-09-11,1,Grilled Chicken,36,120,0,0,0
2024-09-12,1,Grilled Chicken,42,120,0,0,0
2024-09-13,1,Grilled Chicken,58,120,0,0,0
2024-09-14,1,Grilled Chicken,59,120,0,0,0
2024-09-15,1,Grilled Chicken,48,120,0,0,0
2024-09-16,1,Grilled Chicken,40,120,0,0,0
2024-09-17,1,Grilled Chicken,40,120,0,0,0
2024-09-18,1,Grilled Chicken,37,120,0,0,0
2024-09-19,1,Grilled Chicken,40,120,0,0,0
2024-09-20,1,Grilled Chicken,43,120,0,0,0
2024-09-21,1,Grilled Chicken,90,120,1,0,0
2024-09-22,1,Grilled Chicken,38,120,0,0,0
2024-09-23,1,Grilled Chicken,38,120,0,0,0
2024-09-24,1,Grilled Chicken,43,120,0,0,0
2024-09-25,1,Grilled Chicken,39,120,0,0,0
2024-09-26,1,Grilled Chicken,38,120,0,0,0
2024-09-27,1,Grilled Chicken,71,120,1,0,0
2024-09-28,1,Grilled Chicken,54,120,0,0,0
2024-09-29,1,Grilled Chicken,44,120,0,0,0
2024-09-30,1,Grilled Chicken,48,120,0,0,0
2024-10-01,1,Grilled Chicken,39,120,0,0,0
2024-10-02,1,Grilled Chicken,43,120,0,0,0
2024-10-03,1,Grilled Chicken,41,120,0,0,0
2024-10-04,1,Grilled Chicken,69,120,0,0,0
2024-10-05,1,Grilled Chicken,68,120,0,0,0
2024-10-06,1,Grilled Chicken,36,120,0,0,0
2024-10-07,1,Grilled Chicken,43,120,0,0,0
2024-10-08,1,Grilled Chicken,44,120,0,0,0
2024-10-09,1,Grilled Chicken,41,120,0,0,0
2024-10-10,1,Grilled Chicken,40,120,0,0,0
2024-10-11,1,Grilled Chicken,53,120,0,0,0
2024-10-12,1,Grilled Chicken,55,120,0,0,0
2024-10-13,1,Grilled Chicken,30,120,0,0,0
2024-10-14,1,Grilled Chicken,47,120,0,0,0
2024-10-15,1,Grilled Chicken,46,120,0,0,0
2024-10-16,1,Grilled Chicken,43,120,0,0,0
2024-10-17,1,Grilled Chicken,40,120,0,0,0
2024-10-18,1,Grilled Chicken,55,120,0,0,0
2024-10-19,1,Grilled Chicken,74,120,0,0,0
2024-10-20,1,Grilled Chicken,52,120,0,0,0
2024-10-21,1,Grilled Chicken,41,120,0,0,0
2024-10-22,1,Grilled Chicken,39,120,0,0,0
2024-10-23,1,Grilled Chicken,42,120,0,0,0
2024-10-24,1,Grilled Chicken,43,120,0,0,0
2024-10-25,1,Grilled Chicken,52,120,0,0,0
2024-10-26,1,Grilled Chicken,62,120,0,0,0
2024-10-27,1,Grilled Chicken,44,120,0,0,0
2024-10-28,1,Grilled Chicken,42,120,0,0,0
2024-10-29,1,Grilled Chicken,58,120,1,0,0
2024-10-30,1,Grilled Chicken,49,120,0,0,0
2024-10-31,1,Grilled Chicken,41,120,0,0,0
2024-11-01,1,Grilled Chicken,78,120,0,0,0
2024-11-02,1,Grilled Chicken,62,120,0,0,0
2024-11-03,1,Grilled Chicken,45,120,0,0,0
2024-11-04,1,Grilled Chicken,67,120,1,0,0
2024-11-05,1,Grilled Chicken,54,120,0,0,0
2024-11-06,1,Grilled Chicken,42,120,0,0,0
2024-11-07,1,Grilled Chicken,49,120,0,0,0
2024-11-08,1,Grilled Chicken,65,120,0,0,0
2024-11-09,1,Grilled Chicken,69,120,0,0,0
2024-11-10,1,Grilled Chicken,44,120,0,0,0
2024-11-11,1,Grilled Chicken,51,120,0,0,0
2024-11-12,1,Grilled Chicken,42,120,0,0,0
2024-11-13,1,Grilled Chicken,34,120,0,0,0
2024-11-14,1,Grilled Chicken,37,120,0,0,0
2024-11-15,1,Grilled Chicken,62,120,0,0,0
2024-11-16,1,Grilled Chicken,69,120,0,0,0
2024-11-17,1,Grilled Chicken,47,120,0,0,0
2024-11-18,1,Grilled Chicken,47,120,0,0,0
2024-11-19,1,Grilled Chicken,50,120,0,0,0
2024-11-20,1,Grilled Chicken,50,120,0,0,0
2024-11-21,1,Grilled Chicken,54,120,0,0,0
2024-11-22,1,Grilled Chicken,60,120,0,0,0
2024-11-23,1,Grilled Chicken,67,120,0,0,0
2024-11-24,1,Grilled Chicken,56,120,0,0,0
2024-11-25,1,Grilled Chicken,50,120,0,0,0
2024-11-26,1,Grilled Chicken,55,120,0,0,0
2024-11-27,1,Grilled Chicken,45,120,0,0,0
2024-11-28,1,Grilled Chicken,53,120,0,0,0
2024-11-29,1,Grilled Chicken,72,120,0,0,0
2024-11-30,1,Grilled Chicken,52,120,0,0,0
2024-12-01,1,Grilled Chicken,50,120,0,0,0
2024-12-02,1,Grilled Chicken,49,120,0,0,0
2024-12-03,1,Grilled Chicken,53,120,0,0,0
2024-12-04,1,Grilled Chicken,50,120,0,0,0
2024-12-05,1,Grilled Chicken,64,120,0,0,0
2024-12-06,1,Grilled Chicken,112,120,1,0,0
2024-12-07,1,Grilled Chicken,71,120,0,0,0
2024-12-08,1,Grilled Chicken,51,120,0,0,0
2024-12-09,1,Grilled Chicken,43,120,0,0,0
2024-12-10,1,Grilled Chicken,51,120,0,0,0
2024-12-11,1,Grilled Chicken,50,120,0,0,0
2024-12-12,1,Grilled Chicken,65,120,0,0,0
2024-12-13,1,Grilled Chicken,72,120,0,0,0
2024-12-14,1,Grilled Chicken,107,120,1,0,0
2024-12-15,1,Grilled Chicken,65,120,1,0,0
2024-12-16,1,Grilled Chicken,55,120,0,0,0
2024-12-17,1,Grilled Chicken,36,120,0,0,0
2024-12-18,1,Grilled Chicken,58,120,0,0,0
2024-12-19,1,Grilled Chicken,46,120,0,0,0
2024-12-20,1,Grilled Chicken,59,120,0,0,0
2024-12-21,1,Grilled Chicken,68,120,0,0,0
2024-12-22,1,Grilled Chicken,56,120,0,0,0
2024-12-23,1,Grilled Chicken,50,120,0,0,0
2024-12-24,1,Grilled Chicken,45,120,0,0,0
2024-12-25,1,Grilled Chicken,55,120,0,0,0
2024-12-26,1,Grilled Chicken,47,120,0,0,0
2024-12-27,1,Grilled Chicken,69,120,0,0,0
2024-12-28,1,Grilled Chicken,65,120,0,0,0
2024-12-29,1,Grilled Chicken,53,120,0,0,0
2024-12-30,1,Grilled Chicken,52,120,0,0,0
2024-12-31,1,Grilled Chicken,54,120,0,0,0
2025-01-01,1,Grilled Chicken,97,120,1,0,0
2025-01-02,1,Grilled Chicken,64,120,1,0,0
2025-01-03,1,Grilled Chicken,84,120,0,0,0
2025-01-04,1,Grilled Chicken,49,120,0,0,0
2025-01-05,1,Grilled Chicken,46,120,0,0,0
2025-01-06,1,Grilled Chicken,55,120,0,0,0
2025-01-07,1,Grilled Chicken,79,120,0,1,0
2025-01-08,1,Grilled Chicken,57,120,0,0,0
2025-01-09,1,Grilled Chicken,52,120,0,0,0
2025-01-10,1,Grilled Chicken,73,120,0,0,0
2025-01-11,1,Grilled Chicken,73,120,0,0,0
2025-01-12,1,Grilled Chicken,55,120,0,0,0
2025-01-13,1,Grilled Chicken,55,120,0,0,0
2025-01-14,1,Grilled Chicken,54,120,0,0,0
2025-01-15,1,Grilled Chicken,53,120,0,0,0
2025-01-16,1,Grilled Chicken,54,120,0,0,0
2025-01-17,1,Grilled Chicken,77,120,0,0,0
2025-01-18,1,Grilled Chicken,77,120,0,0,0
2025-01-19,1,Grilled Chicken,51,120,0,0,0
2025-01-20,1,Grilled Chicken,49,120,0,0,0
2025-01-21,1,Grilled Chicken,63,120,1,0,0
2025-01-22,1,Grilled Chicken,68,120,0,0,0
2025-01-23,1,Grilled Chicken,48,120,0,0,0
2025-01-24,1,Grilled Chicken,69,120,0,0,0
2025-01-25,1,Grilled Chicken,83,120,0,0,0
2025-01-26,1,Grilled Chicken,47,120,0,0,0
2025-01-27,1,Grilled Chicken,45,120,0,0,0
2025-01-28,1,Grilled Chicken,53,120,0,0,0
2025-01-29,1,Grilled Chicken,64,120,0,0,0
2025-01-30,1,Grilled Chicken,57,120,0,0,0
2025-01-31,1,Grilled Chicken,97,120,0,0,0
2025-02-01,1,Grilled Chicken,84,120,0,0,0
2025-02-02,1,Grilled Chicken,49,120,0,0,0
2025-02-03,1,Grilled Chicken,58,120,0,0,0
2025-02-04,1,Grilled Chicken,65,120,1,0,0
2025-02-05,1,Grilled Chicken,62,120,0,0,0
2025-02-06,1,Grilled Chicken,55,120,0,0,0
2025-02-07,1,Grilled Chicken,117,120,1,0,0
2025-02-08,1,Grilled Chicken,94,120,0,0,0
2025-02-09,1,Grilled Chicken,70,120,0,0,0
2025-02-10,1,Grilled Chicken,58,120,0,0,0
2025-02-11,1,Grilled Chicken,64,120,0,0,0
2025-02-12,1,Grilled Chicken,56,120,0,0,0
2025-02-13,1,Grilled Chicken,60,120,0,0,0
2025-02-14,1,Grilled Chicken,65,120,0,0,0
2025-02-15,1,Grilled Chicken,72,120,0,0,0
2025-02-16,1,Grilled Chicken,64,120,0,0,0
2025-02-17,1,Grilled Chicken,47,120,0,0,0
2025-02-18,1,Grilled Chicken,60,120,0,0,0
2025-02-19,1,Grilled Chicken,61,120,0,0,0
2025-02-20,1,Grilled Chicken,90,120,1,0,0
2025-02-21,1,Grilled Chicken,93,120,1,0,0
2025-02-22,1,Grilled Chicken,65,120,0,0,0
2025-02-23,1,Grilled Chicken,67,120,0,0,0
2025-02-24,1,Grilled Chicken,62,120,0,0,0
2025-02-25,1,Grilled Chicken,58,120,0,0,0
2025-02-26,1,Grilled Chicken,49,120,0,0,0
2025-02-27,1,Grilled Chicken,58,120,0,0,0
2025-02-28,1,Grilled Chicken,71,120,0,0,0
2025-03-01,1,Grilled Chicken,146,120,0,0,1
2025-03-02,1,Grilled Chicken,82,120,0,0,1
2025-03-03,1,Grilled Chicken,95,120,0,0,1
2025-03-04,1,Grilled Chicken,107,120,0,0,1
2025-03-05,1,Grilled Chicken,105,120,0,0,1
2025-03-06,1,Grilled Chicken,93,120,0,0,1
2025-03-07,1,Grilled Chicken,143,120,0,0,1
2025-03-08,1,Grilled Chicken,146,120,0,0,1
2025-03-09,1,Grilled Chicken,140,120,1,0,1
2025-03-10,1,Grilled Chicken,104,120,0,0,1
2025-03-11,1,Grilled Chicken,96,120,0,0,1
2025-03-12,1,Grilled Chicken,112,120,0,0,1
2025-03-13,1,Grilled Chicken,98,120,0,0,1
2025-03-14,1,Grilled Chicken,111,120,0,0,1
2025-03-15,1,Grilled Chicken,142,120,0,0,1
2025-03-16,1,Grilled Chicken,121,120,1,0,1
2025-03-17,1,Grilled Chicken,115,120,0,0,1
2025-03-18,1,Grilled Chicken,146,120,1,0,1
2025-03-19,1,Grilled Chicken,76,120,0,0,1
2025-03-20,1,Grilled Chicken,110,120,0,0,1
2025-03-21,1,Grilled Chicken,139,120,0,0,1
2025-03-22,1,Grilled Chicken,146,120,0,0,1
2025-03-23,1,Grilled Chicken,100,120,0,0,1
2025-03-24,1,Grilled Chicken,115,120,0,0,1
2025-03-25,1,Grilled Chicken,92,120,0,0,1
2025-03-26,1,Grilled Chicken,111,120,0,0,1
2025-03-27,1,Grilled Chicken,104,120,0,0,1
2025-03-28,1,Grilled Chicken,108,120,0,0,1
2025-03-29,1,Grilled Chicken,107,120,0,0,1
2025-03-30,1,Grilled Chicken,145,120,0,1,1
2025-03-31,1,Grilled Chicken,57,120,0,0,0
2025-04-01,1,Grilled Chicken,48,120,0,0,0
2025-04-02,1,Grilled Chicken,54,120,0,0,0
2025-04-03,1,Grilled Chicken,61,120,0,0,0
2025-04-04,1,Grilled Chicken,76,120,0,0,0
2025-04-05,1,Grilled Chicken,108,120,0,0,0
2025-04-06,1,Grilled Chicken,58,120,0,0,0
2025-04-07,1,Grilled Chicken,72,120,0,0,0
2025-04-08,1,Grilled Chicken,75,120,0,0,0
2025-04-09,1,Grilled Chicken,59,120,0,0,0
2025-04-10,1,Grilled Chicken,58,120,0,0,0
2025-04-11,1,Grilled Chicken,80,120,0,0,0
2025-04-12,1,Grilled Chicken,83,120,0,0,0
2025-04-13,1,Grilled Chicken,60,120,0,0,0
2025-04-14,1,Grilled Chicken,54,120,0,0,0
2025-04-15,1,Grilled Chicken,65,120,0,0,0
2025-04-16,1,Grilled Chicken,60,120,0,0,0
2025-04-17,1,Grilled Chicken,81,120,0,0,0
2025-04-18,1,Grilled Chicken,94,120,0,0,0
2025-04-19,1,Grilled Chicken,81,120,0,0,0
2025-04-20,1,Grilled Chicken,67,120,0,0,0
2025-04-21,1,Grilled Chicken,67,120,0,0,0
2025-04-22,1,Grilled Chicken,71,120,0,0,0
2025-04-23,1,Grilled Chicken,50,120,0,0,0
2025-04-24,1,Grilled Chicken,53,120,0,0,0
2025-04-25,1,Grilled Chicken,76,120,0,0,0
2025-04-26,1,Grilled Chicken,84,120,0,0,0
2025-04-27,1,Grilled Chicken,36,120,0,0,0
2025-04-28,1,Grilled Chicken,56,120,0,0,0
2025-04-29,1,Grilled Chicken,72,120,0,0,0
2025-04-30,1,Grilled Chicken,54,120,0,0,0
2025-05-01,1,Grilled Chicken,64,120,0,0,0
2025-05-02,1,Grilled Chicken,87,120,0,0,0
2025-05-03,1,Grilled Chicken,88,120,0,0,0
2025-05-04,1,Grilled Chicken,68,120,0,0,0
2025-05-05,1,Grilled Chicken,70,120,0,0,0
2025-05-06,1,Grilled Chicken,74,120,0,0,0
2025-05-07,1,Grilled Chicken,59,120,0,0,0
2025-05-08,1,Grilled Chicken,56,120,0,0,0
2025-05-09,1,Grilled Chicken,88,120,0,0,0
2025-05-10,1,Grilled Chicken,88,120,0,0,0
2025-05-11,1,Grilled Chicken,95,120,1,0,0
